School Code,Name,City,State,Submitted,Complete
1.71371E+11,BARTLETT HIGH SCHOOL,BARTLETT,IL,445,421
1.70522E+11,BATAVIA SR HIGH SCHOOL,BATAVIA,IL,426,417
A1501543,BEACON ACADEMY,EVANSTON,IL,32,32
A9102328,BEARDSTOWN CHRISTIAN ACADEMY,BEARDSTOWN,IL,,
1.70531E+11,BEARDSTOWN JR/SR HIGH SCHOOL,BEARDSTOWN,IL,68,63
1.70546E+11,BEECHER CITY JR-SR HIGH SCHOOL,BEECHER CITY,IL,22,20
1.70543E+11,BEECHER HIGH SCHOOL,BEECHER,IL,79,74
1.70564E+11,BELLEVILLE HIGH SCHOOL-EAST,BELLEVILLE,IL,384,360
1.70564E+11,BELLEVILLE HIGH SCHOOL-WEST,BELLEVILLE,IL,383,350
1.70564E+11,BELLEVILLE TWP HS-NIGHT/ALT SCH,BELLEVILLE,IL,19,14
1.70579E+11,BELVIDERE HIGH SCHOOL,BELVIDERE,IL,167,151
1.70579E+11,BELVIDERE NORTH HIGH SCH,BELVIDERE,IL,197,182
1.70582E+11,BEMENT HIGH SCHOOL,BEMENT,IL,12,12
346195,BENET ACADEMY,LISLE,IL,234,229
1.70597E+11,BENTON CONS HIGH SCHOOL,BENTON,IL,88,84
346162,BISHOP MCNAMARA CATHOLIC HIGH SCHOOL,KANKAKEE,IL,77,69
1.70639E+11,BISMARCK-HENNING ROSSVILLE-ALVIN COOPERATIVE HS 1,BISMARCK,IL,14,14
1.70642E+11,BLOOM HIGH SCHOOL,CHICAGO HEIGHTS,IL,219,189
1.70642E+11,BLOOM TRAIL HIGH SCHOOL,CHICAGO HEIGHTS,IL,160,145
1.70648E+11,BLOOMINGTON HIGH SCHOOL,BLOOMINGTON,IL,230,218
1.7E+11,BLUE RIDGE HIGH SCHOOL,FARMER CITY,IL,30,28
1.7066E+11,BLUFFS HIGH SCHOOL,BLUFFS,IL,7,7
1.70993E+11,BOGAN HIGH SCHOOL,CHICAGO,IL,158,142
1.74007E+11,BOLINGBROOK HIGH SCHOOL,BOLINGBROOK,IL,568,526
1.71773E+11,BOND CTY COMM UNIT 2 HIGH SCHOOL,GREENVILLE,IL,87,85
1.70993E+11,BOWEN HIGH SCHOOL,CHICAGO,IL,39,36
347825,BOYLAN CATHOLIC HIGH SCHOOL,ROCKFORD,IL,133,131
344948,BR RICE HIGH SCHOOL,CHICAGO,IL,121,117
1.70696E+11,BRADLEY-BOURBONNAIS C HIGH SCHOOL,BRADLEY,IL,303,290
AA000156,BREHM PREPARATORY SCHOOL,CARBONDALE,IL,,
1.70705E+11,BREMEN HIGH SCHOOL,MIDLOTHIAN,IL,226,201
1.7072E+11,BRIMFIELD HIGH SCHOOL,BRIMFIELD,IL,40,39
1.70993E+11,BRONZEVILLE SCHOLASTIC HS,CHICAGO,IL,17,16
1.70993E+11,BROOKS COLLEGE PREP ACADEMY HS,CHICAGO,IL,202,197
1.7273E+11,BROWN COUNTY HIGH SCHOOL,MT STERLING,IL,39,36
1.70744E+11,BROWNSTOWN HIGH SCHOOL,BROWNSTOWN,IL,10,10
1.7075E+11,BRUSSELS COMMUNITY HIGH SCHOOL,BRUSSELS,IL,7,7
1.70417E+11,BUFFALO GROVE HIGH SCHOOL,BUFFALO GROVE,IL,386,376
1.70777E+11,BUNKER HILL HIGH SCHOOL,BUNKER HILL,IL,29,27
1.70013E+11,BUREAU VALLEY HIGH SCHOOL,SHEFFIELD,IL,46,45
1.70795E+11,BUSHNELL-PRAIRIE CITY HIGH SCH,BUSHNELL,IL,29,29
1.70993E+11,BUTLER COLLEGE PREP,CHICAGO,IL,12,12
1.70801E+11,BYRON HIGH SCHOOL 9-12,BYRON,IL,79,76
1.70804E+11,CAHOKIA HIGH SCHOOL,CAHOKIA,IL,66,62
1.70807E+11,CAIRO JR/SR HIGH SCHOOL,CAIRO,IL,9,7
1.71818E+11,CALHOUN HIGH SCHOOL,HARDIN,IL,20,20
354559,CALVARY ACADEMY,SPRINGFIELD,IL,10,10
A0301335,CALVARY CHRISTIAN ACADEMY,NORMAL,IL,5,5
1.70816E+11,CAMBRIDGE JR/SR HIGH SCHOOL,CAMBRIDGE,IL,28,26
1.70855E+11,CAMBRIDGE LAKES CHARTER SCHOOL,PINGREE GROVE,IL,6,6
1.70828E+11,CANTON HIGH SCHOOL,CANTON,IL,106,102
1.70837E+11,CARBONDALE COMM H S,CARBONDALE,IL,184,164
1.7084E+11,CARL SANDBURG HIGH SCHOOL,ORLAND PARK,IL,597,585
1.70843E+11,CARLINVILLE HIGH SCHOOL,CARLINVILLE,IL,66,63
1.70846E+11,CARLYLE HIGH SCHOOL,CARLYLE,IL,44,44
341754,CARMEL CATHOLIC HIGH SCHOOL,MUNDELEIN,IL,216,213
1.7085E+11,CARMI-WHITE COUNTY HIGH SCHOOL,CARMI,IL,62,62
1.70858E+11,CARRIER MILLS-STONEFORT H S,CARRIER MILLS,IL,24,24
1.70861E+11,CARROLLTON HIGH SCHOOL,CARROLLTON,IL,28,27
1.70864E+11,CARTERVILLE HIGH SCHOOL,CARTERVILLE,IL,112,110
1.70993E+11,CARVER MILITARY ACADEMY HS,CHICAGO,IL,99,93
1.71137E+11,CARY-GROVE COMMUNITY HIGH SCHOOL,CARY,IL,331,316
1.7E+11,CASEY-WESTFIELD JR/SR HS,CASEY,IL,37,34
1.70993E+11,CATALYST CHARTER - MARIA ES,CHICAGO,IL,128,124
1.71076E+11,CATLIN HIGH SCHOOL,CATLIN,IL,27,25
1.70942E+11,CENTENNIAL HIGH SCHOOL,CHAMPAIGN,IL,216,206
1.7091E+11,CENTRAL A & M HIGH SCHOOL,MOWEAQUA,IL,31,31
346865,CENTRAL CATHOLIC HIGH SCHOOL,BLOOMINGTON,IL,54,51
1.70477E+11,CENTRAL COMM HIGH SCHOOL,BREESE,IL,126,117
1.70942E+11,CENTRAL HIGH SCHOOL,CHAMPAIGN,IL,222,210
1.70822E+11,CENTRAL HIGH SCHOOL,CAMP POINT,IL,30,30
1.70783E+11,CENTRAL HIGH SCHOOL,BURLINGTON,IL,261,251
1.71041E+11,CENTRAL HIGH SCHOOL,CLIFTON,IL,45,39
1.7093E+11,CENTRALIA HIGH SCHOOL,CENTRALIA,IL,104,97
1.73963E+11,CENTURY JR/SR HIGH SCHOOL,ULLIN,IL,27,25
1.70933E+11,CERRO GORDO JR AND SR HIGH SCHOOL,CERRO GORDO,IL,15,14
352493,CHADDOCK,QUINCY,IL,,
1.7096E+11,CHARLESTON HIGH SCHOOL,CHARLESTON,IL,128,121
1.70981E+11,CHESTER HIGH SCHOOL,CHESTER,IL,53,47
17FN00637,CHESTERTON ACADEMY OF HOLY FAMILY,WESTERN SPRINGS,IL,11,11
1.70993E+11,CHICAGO ACADEMY HIGH SCHOOL,CHICAGO,IL,142,136
A1990345,CHICAGO CHRISTIAN HIGH SCHOOL,PALOS HEIGHTS,IL,5,5
1.70993E+11,CHICAGO COLLEGIATE CHARTER SCHOOL,CHICAGO,IL,23,22
1.70993E+11,CHICAGO EXCEL ACADEMY HS,CHICAGO,IL,44,40
BB060759,CHICAGO HOPE ACADEMY,CHICAGO,IL,57,55
1.70993E+11,CHICAGO HS FOR AGRICULT SCIENCES,CHICAGO,IL,151,144
1.70993E+11,CHICAGO HS FOR THE ARTS,CHICAGO,IL,123,122
1.70993E+11,CHICAGO INTERNATIONAL CHARTER,CHICAGO,IL,,
1.70993E+11,CHICAGO MATH & SCI ELEM CHARTER,CHICAGO,IL,74,70
1.70993E+11,CHICAGO MILITARY ACADEMY HS,CHICAGO,IL,51,47
1.70993E+11,CHICAGO TECHNOLOGY ACADEMY HS,CHICAGO,IL,89,72
1.70993E+11,CHICAGO VOCATIONAL CAREER ACAD HS,CHICAGO,IL,165,162
A9102358,CHICAGO WALDORF SCHOOL,CHICAGO,IL,16,16
1.71337E+11,CHRISMAN HIGH SCHOOL,CHRISMAN,IL,16,16
A0501535,CHRIST OUR ROCK LUTHERAN HIGH SCHOOL,CENTRALIA,IL,17,17
A9901751,CHRIST OUR SAVIOR LUTHERAN HIGH SCHOOL,EVANSVILLE,IL,,
A0901423,CHRIST THE KING JESUIT COLLEGE PREPARATORY SCHOOL,CHICAGO,IL,87,85
AA000603,CHRISTIAN HERITAGE ACADEMY,NORTHFIELD,IL,19,18
AA000296,CHRISTIAN LIBERTY ACADEMY,ARLINGTON HEIGHTS,IL,43,43
349334,CHRISTIAN LIFE SCHOOLS,ROCKFORD,IL,14,14
1.70022E+11,CHRISTOPHER HIGH,CHRISTOPHER,IL,38,38
1.70993E+11,CICS - LONGWOOD CAMPUS,CHICAGO,IL,67,55
1.70993E+11,CICS - NORTHTOWN CAMPUS,CHICAGO,IL,199,188
1.70993E+11,CICS - RALPH ELLISON CAMPUS,CHICAGO,IL,37,34
1709930F0001,CICS CHICAGO QUEST HIGH SCHOOL,CHICAGO,IL,,
1.71024E+11,CISNE HIGH SCHOOL,CISNE,IL,13,12
1.71029E+11,CISSNA PARK SR HIGH SCHOOL,CISSNA PARK,IL,5,5
1.70612E+11,CIVIC MEMORIAL HIGH SCHOOL,BETHALTO,IL,137,132
17FN00641,CLAPHAM SCHOOL,WHEATON,IL,,
1.70993E+11,CLARK ACAD PREP MAGNET HIGH SCHL,CHICAGO,IL,87,86
1.71034E+11,CLAY CITY HIGH SCHOOL,CLAY CITY,IL,,
1.70993E+11,CLEMENTE ACHIEVEMENT ACADEMY HS,CHICAGO,IL,,
1.70993E+11,CLEMENTE COMMUNITY ACADEMY HS,CHICAGO,IL,121,109
1.71044E+11,CLINTON HIGH SCHOOL,CLINTON,IL,72,67
1.71053E+11,COAL CITY HIGH SCHOOL,COAL CITY,IL,104,97
1.71057E+11,COBDEN HIGH SCHOOL,COBDEN,IL,32,32
A0700830,COLLEGE PREPARATORY SCHOOL OF AMERICA,LOMBARD,IL,36,35
1.70993E+11,COLLINS ACADEMY HIGH SCHOOL,CHICAGO,IL,29,29
1.71065E+11,COLLINSVILLE HIGH SCHOOL,COLLINSVILLE,IL,313,285
1.71074E+11,COLUMBIA HIGH SCHOOL,COLUMBIA,IL,113,107
1.71257E+11,COMM H S DIST 99 - NORTH H S,DOWNERS GROVE,IL,419,408
1.71257E+11,COMM H S DIST 99 - SOUTH HIGH SCH,DOWNERS GROVE,IL,536,513
2024198,COMMUNITY CHRISTIAN ALTERNATIVE ACADEMY,CHICAGO,IL,6,5
1.74044E+11,COMMUNITY HIGH SCHOOL,WEST CHICAGO,IL,298,265
1.70993E+11,CORLISS HIGH SCHOOL,CHICAGO,IL,59,55
A0700831,CORNERSTONE CHRISTIAN ACADEMY OF MCLEAN COUNTY,BLOOMINGTON,IL,10,10
1.71098E+11,COULTERVILLE HIGH SCHOOL,COULTERVILLE,IL,10,10
1.70018E+11,COWDEN-HERRICK JR/SR HIGH SCHOOL,COWDEN,IL,18,17
1.7111E+11,CRAB ORCHARD HIGH SCHOOL,MARION,IL,19,19
1.70993E+11,CRANE MEDICAL PREP HS,CHICAGO,IL,84,80
1.71125E+11,CRETE-MONEE HIGH SCHOOL,CRETE,IL,239,209
A9701385,CRISTO REY JESUIT HIGH SCHOOL,CHICAGO,IL,131,131
A0700873,CRISTOREY ST. MARTIN,WAUKEGAN,IL,99,99
1.71137E+11,CRYSTAL LAKE CENTRAL HIGH SCHOOL,CRYSTAL LAKE,IL,295,275
1.71137E+11,CRYSTAL LAKE SOUTH HIGH SCHOOL,CRYSTAL LAKE,IL,259,250
1.7114E+11,CUBA SR HIGH SCHOOL,CUBA,IL,10,10
1.73909E+11,CUMBERLAND HIGH SCHOOL,TOLEDO,IL,43,40
1.70993E+11,CURIE METROPOLITAN HIGH SCHOOL,CHICAGO,IL,593,558
A0901427,DAARUL ULOOM,PEORIA,IL,8,8
1.71161E+11,DAKOTA JR SR HIGH SCHOOL,DAKOTA,IL,35,35
1.71179E+11,DANVILLE HIGH SCHOOL,DANVILLE,IL,179,160
1.70654E+11,DD EISENHOWER HIGH SCH (CAMPUS),BLUE ISLAND,IL,272,252
344926,DE LA SALLE INSTITUTE - INSTITUTE CAMPUS,CHICAGO,IL,131,128
352675,DECATUR CHRISTIAN SCHOOL,FORSYTH,IL,14,14
1.71188E+11,DEE-MACK HIGH SCHOOL,MACKINAW,IL,52,51
1.71908E+11,DEERFIELD HIGH SCHOOL,DEERFIELD,IL,280,267
1.712E+11,DEKALB HIGH SCHOOL,DEKALB,IL,229,216
1.71203E+11,DELAND-WELDON HIGH SCHOOL,DE LAND,IL,7,6
1.71206E+11,DELAVAN HIGH SCHOOL,DELAVAN,IL,29,29
1.70654E+11,DELTA LEARNING CENTER,CRESTWOOD,IL,8,8
342907,DEPAUL COLLEGE PREP,CHICAGO,IL,117,113
1.71209E+11,DEPUE HIGH SCHOOL,DEPUE,IL,17,14
1.70993E+11,DEVRY ADVANTAGE ACADEMY HIGH SCHL,CHICAGO,IL,70,67
1.71224E+11,DIETERICH JR/SR HIGH SCHOOL,DIETERICH,IL,28,26
1.70993E+11,DISNEY II MAGNET HS,CHICAGO,IL,98,94
1.71233E+11,DIXON HIGH SCHOOL,DIXON,IL,111,107
1.71248E+11,DONGOLA HIGH SCHOOL,DONGOLA,IL,11,10
1.71251E+11,DONOVAN SR HIGH SCHOOL,DONOVAN,IL,12,10
1.70993E+11,DOUGLASS ACADEMY HIGH SCHOOL,CHICAGO,IL,9,9
353577,DR PEDRO ALBIZU CAMPOS PUERTO RICAN HIGH SCHOOL,CHICAGO,IL,35,28
1.70019E+11,DREAM ACADEMY,ELGIN,IL,17,14
1.71276E+11,DU QUOIN HIGH SCHOOL,DU QUOIN,IL,80,78
1.70993E+11,DUNBAR VOCATIONAL CAREER ACAD HS,CHICAGO,IL,51,49
1.70855E+11,DUNDEE-CROWN HIGH SCHOOL,CARPENTERSVILLE,IL,413,370
1.7127E+11,DUNLAP HIGH SCHOOL,DUNLAP,IL,238,225
1.71272E+11,DUPO HIGH SCHOOL,DUPO,IL,49,46
1.71281E+11,DURAND HIGH SCHOOL,DURAND,IL,26,24
1.71287E+11,DWIGHT HIGH SCHOOL,DWIGHT,IL,27,27
1.70993E+11,DYETT HIGH SCHOOL,CHICAGO,IL,127,120
1.71293E+11,EARLVILLE JR/SR HIGH SCHOOL,EARLVILLE,IL,21,20
1.71299E+11,EAST ALTON-WOOD RIVER HIGH SCH,WOOD RIVER,IL,83,79
1.70019E+11,EAST AURORA HS RSSP,AURORA,IL,54,46
1.71305E+11,EAST DUBUQUE HIGH SCHOOL,EAST DUBUQUE,IL,39,37
1.70468E+11,EAST HIGH SCHOOL,AURORA,IL,510,424
1.72274E+11,EAST LEYDEN HIGH SCHOOL,FRANKLIN PARK,IL,276,266
1.71323E+11,EAST PEORIA HIGH SCHOOL,EAST PEORIA,IL,129,124
1.71332E+11,EAST ST LOUIS SENIOR HIGH SCHOOL,EAST ST LOUIS,IL,187,150
1.70001E+11,EASTLAND JR/SR HIGH SCHOOL,LANARK,IL,32,30
1.71341E+11,EDINBURG HIGH SCHOOL,EDINBURG,IL,11,11
1.7135E+11,EDWARDS COUNTY HIGH SCHOOL,ALBION,IL,49,49
1.71353E+11,EDWARDSVILLE HIGH SCHOOL,EDWARDSVILLE,IL,408,389
1.71356E+11,EFFINGHAM HIGH SCHOOL,EFFINGHAM,IL,110,108
1.71359E+11,EGYPTIAN SR HIGH SCHOOL,TAMMS,IL,15,14
1.71185E+11,EISENHOWER HIGH SCHOOL,DECATUR,IL,118,102
1.70033E+11,EL PASO-GRIDLEY HIGH SCHOOL,EL PASO,IL,77,75
1.71366E+11,ELDORADO HIGH SCHOOL,ELDORADO,IL,43,42
353839,ELGIN ACADEMY,ELGIN,IL,16,16
1.71371E+11,ELGIN HIGH SCHOOL,ELGIN,IL,448,399
1.70417E+11,ELK GROVE HIGH SCHOOL,ELK GROVE VILLAGE,IL,374,364
1.71405E+11,ELMWOOD HIGH SCHOOL,ELMWOOD,IL,23,23
1.7141E+11,ELMWOOD PARK HIGH SCHOOL,ELMWOOD PARK,IL,184,179
1.71386E+11,ELVERADO HIGH SCHOOL,ELKVILLE,IL,20,11
1.70993E+11,ENGLEWOOD STEM HIGH SCHOOL,CHICAGO,IL,10,9
1.70993E+11,EPIC ACADEMY HIGH SCHOOL,CHICAGO,IL,102,92
1.71435E+11,ERIE HIGH SCHOOL,ERIE,IL,40,37
1.71443E+11,EUREKA HIGH SCHOOL,EUREKA,IL,65,62
1.71449E+11,EVANSTON TWP HIGH SCHOOL,EVANSTON,IL,741,706
1.71458E+11,EVERGREEN PARK HIGH SCHOOL,EVERGREEN PARK,IL,188,176
1.70993E+11,EXCEL ACADEMY - ENGLEWOOD HS,CHICAGO,IL,35,16
1.70993E+11,EXCEL ACADEMY - SOUTHWEST HS,CHICAGO,IL,28,24
1.70993E+11,EXCEL ACADEMY OF SOUTH SHORE,CHICAGO,IL,31,26
1.72618E+11,FAIRFIELD COMM HIGH SCHOOL,FAIRFIELD,IL,67,67
2023591,FAITH BIBLE CHRISTIAN ACADEMY,ROSAMOND,IL,7,7
2024788,FAITH CHRISTIAN SCHOOL,DIXON,IL,6,6
1.70004E+11,FARMINGTON CENTRAL HIGH SCH,FARMINGTON,IL,54,50
1.70993E+11,FARRAGUT CAREER ACADEMY HS,CHICAGO,IL,99,97
351751,FASMAN YESHIVA HIGH SCHOOL,SKOKIE,IL,12,12
A1301267,FATHER MCGIVNEY CATHOLIC HIGH SCHOOL,MARYVILLE,IL,44,44
17FN00251,FATHER MCGIVNEY CATHOLIC HIGH SCHOOL,GLEN CARBON,IL,,
1.70993E+11,FENGER ACADEMY HIGH SCHOOL,CHICAGO,IL,47,43
1.71503E+11,FENTON HIGH SCHOOL,BENSENVILLE,IL,269,251
341958,FENWICK HIGH SCHOOL,OAK PARK,IL,206,202
1.7151E+11,FIELDCREST HIGH SCHOOL,MINONK,IL,38,38
A0501544,FIRST BAPTIST ACADEMY,OFALLON,IL,19,19
352813,FIRST BAPTIST CHRISTIAN SCHOOL,DANVILLE,IL,7,7
1.71518E+11,FISHER JR/SR HIGH SCHOOL,FISHER,IL,20,19
1.70139E+11,FLANAGAN-CORNELL HIGH SCHOOL,FLANAGAN,IL,23,22
1.7154E+11,FLORA HIGH SCHOOL,FLORA,IL,57,55
1.70993E+11,FOREMAN HIGH SCHOOL,CHICAGO,IL,95,91
1.71549E+11,FORRESTON JR/SR HIGH SCH,FORRESTON,IL,39,38
352846,FRANCIS W PARKER SCHOOL,CHICAGO,IL,24,23
1.74158E+11,FRANKFORT COMM HIGH SCHOOL,WEST FRANKFORT,IL,53,52
1.71575E+11,FRANKLIN JR/SR HIGH SCHOOL,FRANKLIN,IL,21,21
1.71584E+11,FREEBURG COMMUNITY HIGH SCH,FREEBURG,IL,126,122
1.70017E+11,FREEPORT ALTERNATIVE HIGH SCH,FREEPORT,IL,30,19
1.7159E+11,FREEPORT HIGH SCHOOL,FREEPORT,IL,137,128
1.73395E+11,FULTON HIGH SCHOOL,FULTON,IL,45,45
17FN00448,FUSION ACADEMY,OAK BROOK,IL,9,8
17FN00331,FUSION ACADEMY,LAKE FOREST,IL,7,7
1.70993E+11,GAGE PARK HIGH SCHOOL,CHICAGO,IL,66,59
1.71602E+11,GALATIA HIGH SCHOOL,GALATIA,IL,23,22
1.71605E+11,GALENA HIGH SCHOOL,GALENA,IL,41,40
1.71608E+11,GALESBURG HIGH SCHOOL,GALESBURG,IL,173,161
1.70005E+11,GALLATIN HIGH SCHOOL,JUNCTION,IL,32,30
1.71614E+11,GALVA JR-SR HIGH SCHOOL,GALVA,IL,17,17
1.71626E+11,GARDNER-SOUTH WILMINGTON TWP H S,GARDNER,IL,34,34
1.70004E+11,GCMS HIGH SCHOOL,GIBSON CITY,IL,45,40
A1990357,GEMS WORLD ACADEMY CHICAGO,CHICAGO,IL,9,9
1.71635E+11,GENESEO HIGH SCHOOL,GENESEO,IL,137,135
1.71638E+11,GENEVA COMMUNITY HIGH SCHOOL,GENEVA,IL,379,364
1.71641E+11,GENOA-KINGSTON HIGH SCHOOL,GENOA,IL,74,69
1.70009E+11,GEORGETOWN-RIDGE FARM HIGH SCHOOL,GEORGETOWN,IL,25,23
345395,GIBAULT CATHOLIC HIGH SCHOOL,WATERLOO,IL,22,22
1.71668E+11,GILLESPIE HIGH SCHOOL,GILLESPIE,IL,57,54
1.71683E+11,GLENBARD EAST HIGH SCHOOL,LOMBARD,IL,425,399
1.71683E+11,GLENBARD NORTH HIGH SCHOOL,CAROL STREAM,IL,493,480
1.71683E+11,GLENBARD SOUTH HIGH SCHOOL,GLEN ELLYN,IL,218,214
1.71683E+11,GLENBARD WEST HIGH SCHOOL,GLEN ELLYN,IL,491,468
1.72901E+11,GLENBROOK NORTH HIGH SCHOOL,NORTHBROOK,IL,363,352
1.72901E+11,GLENBROOK SOUTH HIGH SCHOOL,GLENVIEW,IL,590,568
1.70492E+11,GLENWOOD HIGH SCHOOL,CHATHAM,IL,252,244
17FN00118,GLOBAL CITIZENSHIP EXPERIENCE LAB SCHOOL,CHICAGO,IL,6,6
1.70993E+11,GOODE STEM ACADEMY HS,CHICAGO,IL,192,186
1.70001E+11,GOREVILLE HIGH SCHOOL,GOREVILLE,IL,24,23
2024642,GRACE BAPTIST ACADEMY,KANKAKEE,IL,12,11
1.71728E+11,GRANITE CITY HIGH SCHOOL,GRANITE CITY,IL,214,194
1.71734E+11,GRANT COMMUNITY HIGH SCHOOL,FOX LAKE,IL,287,274
1.71737E+11,GRANT PARK HIGH SCHOOL,GRANT PARK,IL,22,22
1.71755E+11,GRAYSLAKE CENTRAL HIGH SCHOOL,GRAYSLAKE,IL,276,265
1.71755E+11,GRAYSLAKE NORTH HIGH SCHOOL,GRAYSLAKE,IL,272,259
1.71758E+11,GRAYVILLE JR SR HIGH SCHOOL,GRAYVILLE,IL,10,10
1.71767E+11,GREENFIELD HIGH SCHOOL,GREENFIELD,IL,28,27
1.7177E+11,GREENVIEW JR/SR HIGH SCHOOL,GREENVIEW,IL,6,6
1.71779E+11,GRIGGSVILLE-PERRY HIGH SCHOOL,GRIGGSVILLE,IL,12,11
1.73451E+11,GUILFORD HIGH SCHOOL,ROCKFORD,IL,264,252
1.70654E+11,H L RICHARDS HIGH SCH(CAMPUS),OAK LAWN,IL,313,289
1.71803E+11,HALL HIGH SCHOOL,SPRING VALLEY,IL,61,59
1.71079E+11,HAMILTON COUNTY JR/SR HIGH SCHOOL,MCLEANSBORO,IL,64,61
1.71806E+11,HAMILTON JR/SR HIGH SCH,HAMILTON,IL,25,24
1.70855E+11,HAMPSHIRE HIGH SCHOOL,HAMPSHIRE,IL,358,349
1.70993E+11,HANCOCK COLLEGE PREPARATORY HS,CHICAGO,IL,239,236
A9102419,HANNA SACKS BAIS YAAKOV HIGH SCHOOL,CHICAGO,IL,11,10
1.7182E+11,HARDIN COUNTY HIGH SCHOOL,ELIZABETHTOWN,IL,21,18
1.70993E+11,HARLAN COMMUNITY ACADEMY HS,CHICAGO,IL,66,62
1.71824E+11,HARLEM HIGH SCHOOL,MACHESNEY PARK,IL,242,233
1.70993E+11,HARPER HIGH SCHOOL,CHICAGO,IL,,
1.71827E+11,HARRISBURG HIGH SCHOOL,HARRISBURG,IL,73,69
1.70855E+11,HARRY D JACOBS HIGH SCHOOL,ALGONQUIN,IL,346,328
1.71839E+11,HARTSBURG-EMDEN JR-SR HIGH SCHOOL,HARTSBURG,IL,9,8
1.71842E+11,HARVARD HIGH SCHOOL,HARVARD,IL,101,90
A0700845,HARVEST CHRISTIAN ACADEMY,ELGIN,IL,24,24
1.71851E+11,HAVANA HIGH SCHOOL,HAVANA,IL,45,43
1.70012E+11,HENRY-SENACHWINE HIGH SCHOOL,HENRY,IL,26,25
1.70011E+11,HERITAGE HIGH SCHOOL,BROADLANDS,IL,20,20
1.71881E+11,HERRIN HIGH SCHOOL,HERRIN,IL,107,100
1.71884E+11,HERSCHER HIGH SCHOOL,HERSCHER,IL,92,87
1.71887E+11,HEYWORTH JR-SR HIGH SCHOOL,HEYWORTH,IL,40,37
1.7213E+11,HIAWATHA JR/SR HIGH SCHOOL,KIRKLAND,IL,16,16
1.71899E+11,HIGHLAND HIGH SCHOOL,HIGHLAND,IL,168,162
1.71908E+11,HIGHLAND PARK HIGH SCHOOL,HIGHLAND PARK,IL,319,306
1.70705E+11,HILLCREST HIGH SCHOOL,COUNTRY CLUB HILLS,IL,230,201
1.7192E+11,HILLSBORO HIGH SCHOOL,HILLSBORO,IL,68,64
1.71926E+11,HINCKLEY-BIG ROCK HIGH SCHOOL,HINCKLEY,IL,36,35
1932939,HINSDALE ADVENTIST ACADEMY,HINSDALE,IL,14,14
1.71932E+11,HINSDALE CENTRAL HIGH SCHOOL,HINSDALE,IL,463,448
1.71932E+11,HINSDALE SOUTH HIGH SCHOOL,DARIEN,IL,256,242
1.70993E+11,HIRSCH METROPOLITAN HIGH SCHOOL,CHICAGO,IL,12,11
1.73045E+11,HOFFMAN ESTATES HIGH SCHOOL,HOFFMAN ESTATES,IL,426,402
339712,HOLY TRINITY HIGH SCHOOL,CHICAGO,IL,118,115
1.71956E+11,HOMEWOOD-FLOSSMOOR HIGH SCHOOL,FLOSSMOOR,IL,574,548
1.71962E+11,HONONEGAH CHD HIGH SCHOOL,ROCKTON,IL,340,327
1.71966E+11,HOOPESTON AREA HIGH SCHOOL,HOOPESTON,IL,57,54
1.70993E+11,HORIZON SCI ACADEMY - SOUTHWEST CHARTER,CHICAGO,IL,18,14
1.70141E+11,HORIZON SCIENCE ACAD-MCKINLEY PARK CHARTER SCH,CHICAGO,IL,51,50
1.70993E+11,HUBBARD HIGH SCHOOL,CHICAGO,IL,389,381
1.71983E+11,HUNTLEY HIGH SCHOOL,HUNTLEY,IL,569,552
1.71992E+11,HUTSONVILLE HIGH SCHOOL,HUTSONVILLE,IL,19,19
1.70993E+11,HYDE PARK ACADEMY HIGH SCHOOL,CHICAGO,IL,129,119
1605479,IC CATHOLIC PREP,ELMHURST,IL,75,75
354774,IDA CROWN JEWISH ACADEMY,CHICAGO,IL,25,25
1.70993E+11,IHSCA CHARTER HIGH SCHOOL,CHICAGO,IL,107,99
1.70993E+11,IJLA CHARTER HIGH SCHOOL,CHICAGO,IL,8,7
1.71997E+11,IL VALLEY CENTRAL HIGH SCHOOL,CHILLICOTHE,IL,104,100
352187,ILLIANA CHRISTIAN HIGH SCHOOL,LANSING,IL,30,30
1.71996E+11,ILLINI BLUFFS HIGH SCHOOL,GLASFORD,IL,30,30
1.70011E+11,ILLINI CENTRAL HIGH SCHOOL,MASON CITY,IL,32,29
1.70138E+11,ILLINI WEST HIGH SCHOOL,CARTHAGE,IL,40,36
K9302104,ILLINOIS LUTHERAN HIGH SCHOOL,CRETE,IL,15,15
1.7001E+11,ILLINOIS MATHEMATICS AND SCIENCE,AURORA,IL,188,188
1.7001E+11,ILLINOIS SCHOOL FOR THE DEAF,JACKSONVILLE,IL,,
1.73597E+11,INDIAN CREEK HIGH SCHOOL,SHABBONA,IL,46,44
1.70993E+11,INFINITY MATH  SCIENCE & TECH HS,CHICAGO,IL,80,72
1.70993E+11,INNOVATIONS HS,CHICAGO,IL,18,14
1.70144E+11,INTRINSIC 2 CHARTER HIGH SCHOOL,CHICAGO,IL,5,5
1.70993E+11,INTRINSIC CHARTER HIGH SCHOOL,CHICAGO,IL,160,153
1.72018E+11,IROQUOIS WEST HIGH SCHOOL,GILMAN,IL,65,61
A9102439,ISLAMIC FOUNDATION SCHOOL,VILLA PARK,IL,16,16
1.73045E+11,J B CONANT HIGH SCHOOL,HOFFMAN ESTATES,IL,489,465
1.72688E+11,J STERLING MORTON EAST HIGH SCH,CICERO,IL,707,623
