School Code,Name,City,State,Submitted,Completed,Cycle,As of Date
1.71881E+11,HERRIN HIGH SCHOOL,HERRIN,IL,118,111,2023/2024,10/31/23
1.71884E+11,HERSCHER HIGH SCHOOL,HERSCHER,IL,83,78,2023/2024,10/31/23
1.71887E+11,HEYWORTH JR-SR HIGH SCHOOL,HEYWORTH,IL,35,33,2023/2024,10/31/23
1.7213E+11,HIAWATHA JR/SR HIGH SCHOOL,KIRKLAND,IL,23,21,2023/2024,10/31/23
1.71899E+11,HIGHLAND HIGH SCHOOL,HIGHLAND,IL,149,145,2023/2024,10/31/23
1.71908E+11,HIGHLAND PARK HIGH SCHOOL,HIGHLAND PARK,IL,299,278,2023/2024,10/31/23
1.70705E+11,HILLCREST HIGH SCHOOL,COUNTRY CLUB HILLS,IL,226,183,2023/2024,10/31/23
1.7192E+11,HILLSBORO HIGH SCHOOL,HILLSBORO,IL,68,68,2023/2024,10/31/23
1.71926E+11,HINCKLEY-BIG ROCK HIGH SCHOOL,HINCKLEY,IL,17,16,2023/2024,10/31/23
01932939,HINSDALE ADVENTIST ACADEMY,HINSDALE,IL,15,14,2023/2024,10/31/23
1.71932E+11,HINSDALE CENTRAL HIGH SCHOOL,HINSDALE,IL,462,448,2023/2024,10/31/23
1.71932E+11,HINSDALE SOUTH HIGH SCHOOL,DARIEN,IL,245,235,2023/2024,10/31/23
1.70993E+11,HIRSCH METROPOLITAN HIGH SCHOOL,CHICAGO,IL,11,11,2023/2024,10/31/23
1.73045E+11,HOFFMAN ESTATES HIGH SCHOOL,HOFFMAN ESTATES,IL,377,355,2023/2024,10/31/23
00339712,HOLY TRINITY HIGH SCHOOL,CHICAGO,IL,96,92,2023/2024,10/31/23
1.71956E+11,HOMEWOOD-FLOSSMOOR HIGH SCHOOL,FLOSSMOOR,IL,590,545,2023/2024,10/31/23
1.71962E+11,HONONEGAH CHD HIGH SCHOOL,ROCKTON,IL,338,324,2023/2024,10/31/23
1.71966E+11,HOOPESTON AREA HIGH SCHOOL,HOOPESTON,IL,49,45,2023/2024,10/31/23
1.70993E+11,HORIZON SCI ACAD - SOUTHWEST CHTR,CHICAGO,IL,32,32,2023/2024,10/31/23
1.70141E+11,HORIZON SCIENCE ACAD-MCKINLEY PK,CHICAGO,IL,56,53,2023/2024,10/31/23
1.70993E+11,HUBBARD HIGH SCHOOL,CHICAGO,IL,350,347,2023/2024,10/31/23
1.71983E+11,HUNTLEY HIGH SCHOOL,HUNTLEY,IL,515,492,2023/2024,10/31/23
1.71992E+11,HUTSONVILLE HIGH SCHOOL,HUTSONVILLE,IL,17,16,2023/2024,10/31/23
1.70993E+11,HYDE PARK ACADEMY HIGH SCHOOL,CHICAGO,IL,118,106,2023/2024,10/31/23
01605479,IC CATHOLIC PREP,ELMHURST,IL,84,82,2023/2024,10/31/23
00354774,IDA CROWN JEWISH ACADEMY,CHICAGO,IL,37,37,2023/2024,10/31/23
1.70993E+11,IHSCA CHARTER HIGH SCHOOL,CHICAGO,IL,88,78,2023/2024,10/31/23
1.70993E+11,IJLA CHARTER HIGH SCHOOL,CHICAGO,IL,14,13,2023/2024,10/31/23
1.71997E+11,IL VALLEY CENTRAL HIGH SCHOOL,CHILLICOTHE,IL,93,88,2023/2024,10/31/23
00352187,ILLIANA CHRISTIAN HIGH SCHOOL,LANSING,IL,35,35,2023/2024,10/31/23
1.71996E+11,ILLINI BLUFFS HIGH SCHOOL,GLASFORD,IL,43,42,2023/2024,10/31/23
1.70011E+11,ILLINI CENTRAL HIGH SCHOOL,MASON CITY,IL,25,22,2023/2024,10/31/23
1.70138E+11,ILLINI WEST HIGH SCHOOL,CARTHAGE,IL,40,38,2023/2024,10/31/23
K9302104,ILLINOIS LUTHERAN HIGH SCHOOL,CRETE,IL,18,16,2023/2024,10/31/23
1.7001E+11,ILLINOIS MATHEMATICS AND SCIENCE,AURORA,IL,186,186,2023/2024,10/31/23
1.73597E+11,INDIAN CREEK HIGH SCHOOL,SHABBONA,IL,35,35,2023/2024,10/31/23
1.70993E+11,INFINITY MATH  SCIENCE & TECH HS,CHICAGO,IL,80,72,2023/2024,10/31/23
1.70993E+11,INNOVATIONS HS,CHICAGO,IL,14,10,2023/2024,10/31/23
1709930F0014,INSTITUTO JUSTICE AND LEADERSHIP ACADEMY,CHICAGO,IL,9,8,2023/2024,10/31/23
1.70144E+11,INTRINSIC 2 CHARTER HIGH SCHOOL,CHICAGO,IL,74,67,2023/2024,10/31/23
1.70993E+11,INTRINSIC CHARTER HIGH SCHOOL,CHICAGO,IL,158,152,2023/2024,10/31/23
1.72018E+11,IROQUOIS WEST HIGH SCHOOL,GILMAN,IL,47,44,2023/2024,10/31/23
A9102439,ISLAMIC FOUNDATION SCHOOL,VILLA PARK,IL,25,25,2023/2024,10/31/23
1.73045E+11,J B CONANT HIGH SCHOOL,HOFFMAN ESTATES,IL,498,483,2023/2024,10/31/23
1.72688E+11,J STERLING MORTON EAST HIGH SCH,CICERO,IL,693,629,2023/2024,10/31/23
1.72688E+11,J STERLING MORTON WEST HIGH SCH,BERWYN,IL,505,470,2023/2024,10/31/23
1.72028E+11,JACKSONVILLE HIGH SCHOOL,JACKSONVILLE,IL,132,122,2023/2024,10/31/23
A0301356,JANE ADDAMS HIGH SCHOOL,CHICAGO,IL,<5,<5,2023/2024,10/31/23
1.73451E+11,JEFFERSON HIGH SCHOOL,ROCKFORD,IL,215,197,2023/2024,10/31/23
1.72043E+11,JERSEY COMM HIGH SCHOOL,JERSEYVILLE,IL,153,143,2023/2024,10/31/23
1.70417E+11,JOHN HERSEY HIGH SCHOOL,ARLINGTON HEIGHTS,IL,436,421,2023/2024,10/31/23
1.72049E+11,JOHNSBURG HIGH SCHOOL,JOHNSBURG,IL,105,98,2023/2024,10/31/23
1.72055E+11,JOHNSTON CITY HIGH SCHOOL,JOHNSTON CITY,IL,56,55,2023/2024,10/31/23
A9102442,JOLIET CATHOLIC ACADEMY,JOLIET,IL,129,125,2023/2024,10/31/23
1.72061E+11,JOLIET CENTRAL HIGH SCHOOL,JOLIET,IL,412,365,2023/2024,10/31/23
1.72061E+11,JOLIET WEST HIGH SCHOOL,JOLIET,IL,538,490,2023/2024,10/31/23
1.70993E+11,JONES COLLEGE PREP HIGH SCHOOL,CHICAGO,IL,445,434,2023/2024,10/31/23
1.70002E+11,JOPPA JR & SR HIGH SCHOOL,JOPPA,IL,12,11,2023/2024,10/31/23
00343412,JOSEPHINUM ACADEMY,CHICAGO,IL,27,26,2023/2024,10/31/23
1.70993E+11,JUAREZ COMMUNITY ACADEMY HS,CHICAGO,IL,353,348,2023/2024,10/31/23
02023536,JUDAH CHRISTIAN SCHOOL,CHAMPAIGN,IL,14,14,2023/2024,10/31/23
1.70993E+11,JULIAN HIGH SCHOOL,CHICAGO,IL,63,59,2023/2024,10/31/23
1.72448E+11,KANELAND SENIOR HIGH SCHOOL,MAPLE PARK,IL,250,244,2023/2024,10/31/23
1.70019E+11,KANKAKEE AREA CAREER CENTER,BOURBONNAIS,IL,7,5,2023/2024,10/31/23
1.72076E+11,KANKAKEE HIGH SCHOOL,KANKAKEE,IL,184,159,2023/2024,10/31/23
02024653,KANKAKEE TRINITY ACADEMY,KANKAKEE,IL,12,12,2023/2024,10/31/23
1.72079E+11,KANSAS HIGH SCHOOL,KANSAS,IL,10,10,2023/2024,10/31/23
00351809,KEITH COUNTRY DAY SCHOOL,ROCKFORD,IL,8,8,2023/2024,10/31/23
1.70993E+11,KELVYN PARK HIGH SCHOOL,CHICAGO,IL,71,68,2023/2024,10/31/23
1.70993E+11,KENNEDY HIGH SCHOOL,CHICAGO,IL,282,277,2023/2024,10/31/23
1.70993E+11,KENWOOD ACADEMY HIGH SCHOOL,CHICAGO,IL,476,462,2023/2024,10/31/23
1.721E+11,KEWANEE HIGH SCHOOL,KEWANEE,IL,87,77,2023/2024,10/31/23
1.70993E+11,KING COLLEGE PREP HIGH SCHOOL,CHICAGO,IL,89,88,2023/2024,10/31/23
1.73123E+11,KNOXVILLE CNTR STUDENT SUCCESS,PEORIA,IL,9,5,2023/2024,10/31/23
1.72139E+11,KNOXVILLE SR HIGH SCHOOL,KNOXVILLE,IL,54,51,2023/2024,10/31/23
1.72168E+11,LA MOILLE JR/SR HIGH SCHOOL,LA MOILLE,IL,7,7,2023/2024,10/31/23
1.72211E+11,LA SALLE-PERU TWP HIGH SCHOOL,LA SALLE,IL,164,157,2023/2024,10/31/23
00349775,LAKE COUNTY BAPTIST SCHOOL,WAUKEGAN,IL,8,7,2023/2024,10/31/23
00353078,LAKE FOREST ACADEMY,LAKE FOREST,IL,41,39,2023/2024,10/31/23
1.72178E+11,LAKE FOREST HIGH SCHOOL,LAKE FOREST,IL,247,245,2023/2024,10/31/23
1.72184E+11,LAKE PARK HIGH SCHOOL,ROSELLE,IL,496,470,2023/2024,10/31/23
1.70993E+11,LAKE VIEW HIGH SCHOOL,CHICAGO,IL,207,198,2023/2024,10/31/23
1.7219E+11,LAKE ZURICH HIGH SCHOOL,LAKE ZURICH,IL,329,320,2023/2024,10/31/23
1.70387E+11,LAKES COMMUNITY HIGH SCHOOL,LAKE VILLA,IL,221,208,2023/2024,10/31/23
1.70993E+11,LANE TECHNICAL HIGH SCHOOL,CHICAGO,IL,988,968,2023/2024,10/31/23
1.73708E+11,LANPHIER HIGH SCHOOL,SPRINGFIELD,IL,115,106,2023/2024,10/31/23
1.71371E+11,LARKIN HIGH SCHOOL,ELGIN,IL,316,278,2023/2024,10/31/23
BB020984,LATINO YOUTH ALTERNATIVE HIGH SCHOOL,CHICAGO,IL,18,16,2023/2024,10/31/23
BB080787,LATINO YOUTH HIGH SCHOOL,CHICAGO,IL,12,10,2023/2024,10/31/23
1.73708E+11,LAWRENCE EDUCATION CENTER,SPRINGFIELD,IL,7,5,2023/2024,10/31/23
1.72215E+11,LAWRENCEVILLE HIGH SCHOOL,LAWRENCEVILLE,IL,66,59,2023/2024,10/31/23
1.7223E+11,LEBANON HIGH SCHOOL,LEBANON,IL,24,22,2023/2024,10/31/23
1.70993E+11,LEGAL PREP ACADEMY CHARTER HS,CHICAGO,IL,50,50,2023/2024,10/31/23
1.7225E+11,LEMONT TWP HIGH SCHOOL,LEMONT,IL,262,249,2023/2024,10/31/23
1.72253E+11,LENA-WINSLOW HIGH SCHOOL,LENA,IL,43,41,2023/2024,10/31/23
00343423,LEO CATHOLIC HIGH SCHOOL,CHICAGO,IL,42,40,2023/2024,10/31/23
1.72262E+11,LEROY HIGH SCHOOL,LE ROY,IL,28,26,2023/2024,10/31/23
1.70015E+11,LEWISTOWN JR/SR HIGH SCHOOL,LEWISTOWN,IL,34,32,2023/2024,10/31/23
1.72271E+11,LEXINGTON HIGH SCHOOL,LEXINGTON,IL,19,19,2023/2024,10/31/23
1.72277E+11,LIBERTY HIGH SCHOOL,LIBERTY,IL,24,24,2023/2024,10/31/23
1.72283E+11,LIBERTYVILLE HIGH SCHOOL,LIBERTYVILLE,IL,355,346,2023/2024,10/31/23
1.72295E+11,LIMESTONE COMMUNITY HIGH SCHOOL,PEORIA,IL,123,111,2023/2024,10/31/23
1.72305E+11,LINCOLN COMM HIGH SCHOOL,LINCOLN,IL,97,94,2023/2024,10/31/23
1.70993E+11,LINCOLN PARK HIGH SCHOOL,CHICAGO,IL,425,414,2023/2024,10/31/23
1.72307E+11,LINCOLN WAY WEST,NEW LENOX,IL,381,368,2023/2024,10/31/23
1.72307E+11,LINCOLN-WAY CENTRAL HIGH SCHOOL,NEW LENOX,IL,362,348,2023/2024,10/31/23
1.72307E+11,LINCOLN-WAY EAST HIGH SCHOOL,FRANKFORT,IL,543,523,2023/2024,10/31/23
1.73066E+11,LINCOLNWOOD HIGH SCHOOL,RAYMOND,IL,24,24,2023/2024,10/31/23
1.70993E+11,LINDBLOM MATH & SCIENCE ACAD HS,CHICAGO,IL,268,262,2023/2024,10/31/23
1.7232E+11,LISLE HIGH SCHOOL,LISLE,IL,81,75,2023/2024,10/31/23
1.72325E+11,LITCHFIELD SENIOR HIGH SCHOOL,LITCHFIELD,IL,71,62,2023/2024,10/31/23
1.70993E+11,LITTLE BLACK PEARL ARTS ACAD HS,CHICAGO,IL,22,19,2023/2024,10/31/23
1.72335E+11,LOCKPORT TOWNSHIP HIGH SCH EAST,LOCKPORT,IL,738,697,2023/2024,10/31/23
BB980775,LOGOS CHRISTIAN ACADEMY,NILES,IL,<5,<5,2023/2024,10/31/23
1.74092E+11,LOWPOINT-WASHBURN JR SR HIGH SCH,WASHBURN,IL,6,5,2023/2024,10/31/23
00341211,LOYOLA ACADEMY,WILMETTE,IL,348,336,2023/2024,10/31/23
A9102354,LUBAVITCH GIRLS HIGH SCHOOL,CHICAGO,IL,12,11,2023/2024,10/31/23
A9701399,LUBAVITCH MESIVTA OF CHICAGO,CHICAGO,IL,28,27,2023/2024,10/31/23
02025704,LUTHERAN HIGH SCHOOL,SPRINGFIELD,IL,33,32,2023/2024,10/31/23
00350601,LUTHERAN SCHOOL ASSOCIATION,DECATUR,IL,25,25,2023/2024,10/31/23
A9701397,LYCEE FRANCAIS DE CHICAGO,CHICAGO,IL,14,14,2023/2024,10/31/23
1.72388E+11,LYONS TWP HIGH SCH,LA GRANGE,IL,763,739,2023/2024,10/31/23
1.71185E+11,MACARTHUR HIGH SCHOOL,DECATUR,IL,132,121,2023/2024,10/31/23
1.72392E+11,MACOMB SENIOR HIGH SCHOOL,MACOMB,IL,99,95,2023/2024,10/31/23
1.72397E+11,MADISON SENIOR HIGH SCHOOL,MADISON,IL,27,24,2023/2024,10/31/23
1.72406E+11,MAHOMET-SEYMOUR HIGH SCHOOL,MAHOMET,IL,179,172,2023/2024,10/31/23
1.72409E+11,MAINE EAST HIGH SCHOOL,PARK RIDGE,IL,384,362,2023/2024,10/31/23
1.72409E+11,MAINE SOUTH HIGH SCHOOL,PARK RIDGE,IL,532,521,2023/2024,10/31/23
1.72409E+11,MAINE WEST HIGH SCHOOL,DES PLAINES,IL,353,322,2023/2024,10/31/23
1.70993E+11,MANLEY CAREER ACADEMY HIGH SCHOOL,CHICAGO,IL,13,12,2023/2024,10/31/23
1.72439E+11,MANTENO HIGH SCHOOL,MANTENO,IL,113,108,2023/2024,10/31/23
1.73123E+11,MANUAL HIGH SCHOOL,PEORIA,IL,103,81,2023/2024,10/31/23
1.72457E+11,MARENGO HIGH SCHOOL,MARENGO,IL,93,87,2023/2024,10/31/23
00340295,MARIAN CATHOLIC HIGH SCHOOL,CHICAGO HEIGHTS,IL,186,178,2023/2024,10/31/23
00347676,MARIAN CENTRAL CATHOLIC HIGH SCHOOL,WOODSTOCK,IL,77,77,2023/2024,10/31/23
1.70993E+11,MARINE LEADERSHIP ACADEMY - AMES,CHICAGO,IL,110,102,2023/2024,10/31/23
1.7246E+11,MARION HIGH SCHOOL,MARION,IL,174,160,2023/2024,10/31/23
1.72465E+11,MARISSA JR & SR HIGH SCHOOL,MARISSA,IL,37,34,2023/2024,10/31/23
00343467,MARIST HIGH SCHOOL,CHICAGO,IL,336,325,2023/2024,10/31/23
00348024,MARMION ACADEMY,AURORA,IL,108,103,2023/2024,10/31/23
1.72475E+11,MAROA-FORSYTH SENIOR HIGH SCH,MAROA,IL,58,56,2023/2024,10/31/23
00347439,MARQUETTE ACADEMY,OTTAWA,IL,24,24,2023/2024,10/31/23
00348716,MARQUETTE CATHOLIC HIGH SCHOOL,ALTON,IL,97,94,2023/2024,10/31/23
00354286,MARQUETTE MANOR BAPTIST ACADEMY,DOWNERS GROVE,IL,<5,<5,2023/2024,10/31/23
1.72487E+11,MARSHALL HIGH SCHOOL,MARSHALL,IL,55,52,2023/2024,10/31/23
1.70993E+11,MARSHALL METROPOLITAN HIGH SCHOOL,CHICAGO,IL,44,41,2023/2024,10/31/23
1.7249E+11,MARTINSVILLE JR- SR HIGH SCHOOL,MARTINSVILLE,IL,20,20,2023/2024,10/31/23
A0901453,MARYVILLE CHRISTIAN SCHOOL,MARYVILLE,IL,20,20,2023/2024,10/31/23
1.72494E+11,MASCOUTAH HIGH SCHOOL,MASCOUTAH,IL,204,199,2023/2024,10/31/23
1.725E+11,MASSAC COUNTY HIGH SCHOOL,METROPOLIS,IL,111,103,2023/2024,10/31/23
00345635,MATER DEI HIGH SCHOOL,BREESE,IL,70,68,2023/2024,10/31/23
1.70993E+11,MATHER HIGH SCHOOL,CHICAGO,IL,311,293,2023/2024,10/31/23
1.72505E+11,MATTOON HIGH SCHOOL,MATTOON,IL,134,127,2023/2024,10/31/23
17FN00411,MCC ACADEMY,MORTON GROVE,IL,<5,<5,2023/2024,10/31/23
1.72532E+11,MCHENRY  EAST HIGH SCHOOL,MCHENRY,IL,<5,<5,2023/2024,10/31/23
1.72532E+11,MCHENRY HIGH SCHOOL-WEST CAMPUS,MCHENRY,IL,381,343,2023/2024,10/31/23
1.72565E+11,MENDOTA TWP HIGH SCHOOL,MENDOTA,IL,93,89,2023/2024,10/31/23
1.7014E+11,MERCER COUNTY HIGH SCHOOL,ALEDO,IL,55,55,2023/2024,10/31/23
1.70012E+11,MERIDIAN HIGH SCHOOL,MACON,IL,44,44,2023/2024,10/31/23
1.72697E+11,MERIDIAN HIGH SCHOOL,MOUNDS,IL,22,22,2023/2024,10/31/23
1.72577E+11,METAMORA HIGH SCHOOL,METAMORA,IL,164,159,2023/2024,10/31/23
1.74169E+11,METEA VALLEY HIGH SCHOOL,AURORA,IL,545,515,2023/2024,10/31/23
00350791,METRO-EAST LUTHERAN HIGH SCHOOL,EDWARDSVILLE,IL,32,32,2023/2024,10/31/23
A1101024,MID-AMERICA PREPARATORY SCHOOL,HERRICK,IL,<5,<5,2023/2024,10/31/23
1.70013E+11,MIDLAND HIGH SCHOOL,VARNA,IL,21,19,2023/2024,10/31/23
1.74396E+11,MIDWEST CENTRAL HIGH SCHOOL,MANITO,IL,36,35,2023/2024,10/31/23
1.70142E+11,MILFORD HIGH SCHOOL CAMPUS,MILFORD,IL,23,23,2023/2024,10/31/23
1.72634E+11,MINOOKA COMMUNITY HIGH SCHOOL,MINOOKA,IL,439,422,2023/2024,10/31/23
02024926,MISSISSIPPI VALLEY CHRISTIAN SCHOOL,ALTON,IL,6,5,2023/2024,10/31/23
1.7264E+11,MOLINE SR HIGH SCHOOL,MOLINE,IL,290,274,2023/2024,10/31/23
1.72643E+11,MOMENCE HIGH SCHOOL,MOMENCE,IL,41,38,2023/2024,10/31/23
1.70032E+11,MONMOUTH-ROSEVILLE HIGH SCH,MONMOUTH,IL,82,78,2023/2024,10/31/23
1.72655E+11,MONTICELLO HIGH SCHOOL,MONTICELLO,IL,81,79,2023/2024,10/31/23
00346253,MONTINI CATHOLIC HIGH SCHOOL,LOMBARD,IL,92,89,2023/2024,10/31/23
A1301314,MOOSEHEART CHILD CITY AND SCHOOL INC,MOOSEHEART,IL,8,8,2023/2024,10/31/23
00351853,MORGAN PARK ACADEMY,CHICAGO,IL,30,30,2023/2024,10/31/23
1.70993E+11,MORGAN PARK HIGH SCHOOL,CHICAGO,IL,189,176,2023/2024,10/31/23
1.72664E+11,MORRIS COMMUNITY HIGH SCHOOL,MORRIS,IL,125,114,2023/2024,10/31/23
1.72671E+11,MORRISON HIGH SCHOOL,MORRISON,IL,40,39,2023/2024,10/31/23
1.72676E+11,MORRISONVILLE HIGH SCHOOL,MORRISONVILLE,IL,11,11,2023/2024,10/31/23
1.7268E+11,MORTON HIGH SCHOOL,MORTON,IL,175,170,2023/2024,10/31/23
BB000505,MOTHER MCAULEY LIBERAL ARTS HIGH SCHOOL,CHICAGO,IL,192,185,2023/2024,10/31/23
1.74047E+11,MOUNT CARMEL HIGH SCHOOL,MT CARMEL,IL,77,75,2023/2024,10/31/23
00343048,MOUNT CARMEL HIGH SCHOOL,CHICAGO,IL,116,115,2023/2024,10/31/23
1.72729E+11,MOUNT PULASKI HIGH SCHOOL,MT PULASKI,IL,25,24,2023/2024,10/31/23
1.72736E+11,MOUNT VERNON HIGH SCHOOL,MT VERNON,IL,153,142,2023/2024,10/31/23
1.72718E+11,MT OLIVE HIGH SCHOOL,MT OLIVE,IL,31,30,2023/2024,10/31/23
1.72739E+11,MT ZION HIGH SCHOOL,MT ZION,IL,151,147,2023/2024,10/31/23
17FN00122,MUHAMMAD UNIVERSITY OF ISLAM,CHICAGO,IL,<5,<5,2023/2024,10/31/23
1.72745E+11,MULBERRY GROVE SR HIGH SCHOOL,MULBERRY GROVE,IL,13,12,2023/2024,10/31/23
1.70993E+11,MULTICULTURAL ARTS HIGH SCHOOL,CHICAGO,IL,48,44,2023/2024,10/31/23
1.72757E+11,MUNDELEIN CONS HIGH SCHOOL,MUNDELEIN,IL,373,356,2023/2024,10/31/23
1.72761E+11,MURPHYSBORO HIGH SCHOOL,MURPHYSBORO,IL,88,83,2023/2024,10/31/23
1.72771E+11,NAPERVILLE CENTRAL HIGH SCHOOL,NAPERVILLE,IL,537,530,2023/2024,10/31/23
1.72771E+11,NAPERVILLE NORTH HIGH SCHOOL,NAPERVILLE,IL,533,515,2023/2024,10/31/23
1.72774E+11,NASHVILLE COMM HIGH SCHOOL,NASHVILLE,IL,72,70,2023/2024,10/31/23
00342656,NAZARETH ACADEMY,LA GRANGE PARK,IL,132,130,2023/2024,10/31/23
1.72784E+11,NEOGA JR/SR HIGH SCHOOL,NEOGA,IL,22,20,2023/2024,10/31/23
1.74169E+11,NEUQUA VALLEY HIGH SCHOOL,NAPERVILLE,IL,716,702,2023/2024,10/31/23
1.72796E+11,NEW ATHENS HIGH SCHOOL,NEW ATHENS,IL,24,24,2023/2024,10/31/23
1.72799E+11,NEW BERLIN HIGH SCHOOL,NEW BERLIN,IL,51,47,2023/2024,10/31/23
A9901789,NEW HOPE CHRISTIAN ACADEMY,PEKIN,IL,5,5,2023/2024,10/31/23
1.74389E+11,NEW TECH HIGH - ZION-BENTON EAST,ZION,IL,54,51,2023/2024,10/31/23
1.7282E+11,NEW TRIER TOWNSHIP H S WINNETKA,WINNETKA,IL,625,611,2023/2024,10/31/23
1.72826E+11,NEWARK COMM HIGH SCHOOL,NEWARK,IL,27,26,2023/2024,10/31/23
00347712,NEWMAN CENTRAL CATHOLIC HIGH SCHOOL,STERLING,IL,29,28,2023/2024,10/31/23
1.72038E+11,NEWTON COMM HIGH SCHOOL,NEWTON,IL,67,66,2023/2024,10/31/23
1.72853E+11,NILES NORTH HIGH SCHOOL,SKOKIE,IL,429,416,2023/2024,10/31/23
1.72853E+11,NILES WEST HIGH SCHOOL,SKOKIE,IL,532,508,2023/2024,10/31/23
1.70993E+11,NOBLE ST CHTR - MANSUETO,CHICAGO,IL,240,232,2023/2024,10/31/23
1.70993E+11,NOBLE ST CHTR RAUNER COLLEGE PREP,CHICAGO,IL,145,144,2023/2024,10/31/23
1.70993E+11,NOBLE ST CHTR-BAKER CAMPUS,CHICAGO,IL,48,44,2023/2024,10/31/23
1.70993E+11,NOBLE ST CHTR-BUTLER - CRIMSON,CHICAGO,IL,118,109,2023/2024,10/31/23
1.70993E+11,NOBLE ST CHTR-CHICAGO BULLS PREP,CHICAGO,IL,281,280,2023/2024,10/31/23
1.70993E+11,NOBLE ST CHTR-COMER COLLEGE PREP,CHICAGO,IL,166,157,2023/2024,10/31/23
1.70993E+11,NOBLE ST CHTR-DRW TRADING COL,CHICAGO,IL,53,48,2023/2024,10/31/23
1.70993E+11,NOBLE ST CHTR-GOLDER COLLEGE PREP,CHICAGO,IL,139,135,2023/2024,10/31/23
1.70993E+11,NOBLE ST CHTR-HANSBERRY PREP SLVR,CHICAGO,IL,96,95,2023/2024,10/31/23
1.70993E+11,NOBLE ST CHTR-ITW SPEER ACAD,CHICAGO,IL,262,256,2023/2024,10/31/23
1.70993E+11,NOBLE ST CHTR-JOHNSON COLG PREP,CHICAGO,IL,117,113,2023/2024,10/31/23
1.70993E+11,NOBLE ST CHTR-MUCHIN COLLEGE PREP,CHICAGO,IL,209,206,2023/2024,10/31/23
1.70993E+11,NOBLE ST CHTR-NOBLE CAMPUS,CHICAGO,IL,146,143,2023/2024,10/31/23
1.70993E+11,NOBLE ST CHTR-PRITZKER COL PREP,CHICAGO,IL,233,229,2023/2024,10/31/23
1.70993E+11,NOBLE ST CHTR-ROWE-CLARK MS ACAD,CHICAGO,IL,79,74,2023/2024,10/31/23
1.70993E+11,NOBLE ST CHTR-THE NOBLE ACADEMY,CHICAGO,IL,127,124,2023/2024,10/31/23
1.70993E+11,NOBLE ST CHTR-UIC COLLEGE PREP,CHICAGO,IL,208,205,2023/2024,10/31/23
1.72856E+11,NOKOMIS JR/SR HIGH SCH,NOKOMIS,IL,29,28,2023/2024,10/31/23
1.72862E+11,NORMAL COMMUNITY HIGH SCHOOL,NORMAL,IL,344,332,2023/2024,10/31/23
1.72862E+11,NORMAL COMMUNITY WEST HIGH SCHOOL,NORMAL,IL,321,304,2023/2024,10/31/23
1.7E+11,NORRIS CITY-OMAHA-ENFIELD H S,NORRIS CITY,IL,44,40,2023/2024,10/31/23
1.7287E+11,NORTH BOONE HIGH SCHOOL,POPLAR GROVE,IL,60,53,2023/2024,10/31/23
1.70011E+11,NORTH CHICAGO COMMUNITY HIGH SCH,NORTH CHICAGO,IL,164,154,2023/2024,10/31/23
1.72881E+11,NORTH CLAY COMMUNITY HIGH SCHOOL,LOUISVILLE,IL,21,19,2023/2024,10/31/23
1.74224E+11,NORTH GREENE JR/SR HIGH SCH,WHITE HALL,IL,31,30,2023/2024,10/31/23
1.70993E+11,NORTH LAWNDALE CHARTER HS,CHICAGO,IL,87,83,2023/2024,10/31/23
1.70993E+11,NORTH LAWNDALE PREP CHTR - CHRIST,CHICAGO,IL,63,58,2023/2024,10/31/23
1.7014E+11,NORTH MAC HIGH SCHOOL,VIRDEN,IL,75,70,2023/2024,10/31/23
00351977,NORTH SHORE COUNTRY DAY SCHOOL,WINNETKA,IL,21,21,2023/2024,10/31/23
1.70993E+11,NORTH-GRAND HIGH SCHOOL,CHICAGO,IL,205,197,2023/2024,10/31/23
A9302842,NORTHRIDGE PREPARATORY SCHOOL,NILES,IL,24,24,2023/2024,10/31/23
1.70993E+11,NORTHSIDE COLLEGE PREPARATORY HS,CHICAGO,IL,261,255,2023/2024,10/31/23
1.73054E+11,NORTHWESTERN HIGH SCHOOL,PALMYRA,IL,15,15,2023/2024,10/31/23
00341787,NOTRE DAME COLLEGE PREP,NILES,IL,149,143,2023/2024,10/31/23
A0509232,NOTRE DAME DE LA SALETTE BOYS ACADEMY,GEORGETOWN,IL,8,7,2023/2024,10/31/23
1.70942E+11,NOVAK ACADEMY,CHAMPAIGN,IL,10,7,2023/2024,10/31/23
1.72979E+11,O FALLON HIGH SCHOOL,OFALLON,IL,429,405,2023/2024,10/31/23
1.70705E+11,OAK FOREST HIGH SCHOOL,OAK FOREST,IL,269,253,2023/2024,10/31/23
1.72922E+11,OAK LAWN COMM HIGH SCHOOL,OAK LAWN,IL,328,319,2023/2024,10/31/23
1.72928E+11,OAK PARK & RIVER FOREST HIGH SCH,OAK PARK,IL,686,661,2023/2024,10/31/23
1.72934E+11,OAKLAND HIGH SCHOOL,OAKLAND,IL,10,9,2023/2024,10/31/23
1.7108E+11,OAKWOOD HIGH SCHOOL,FITHIAN,IL,40,37,2023/2024,10/31/23
1.72942E+11,OBLONG HIGH SCHOOL,OBLONG,IL,27,25,2023/2024,10/31/23
1.7014E+11,ODIN ATTENDANCE CENTER 9-12,ODIN,IL,13,13,2023/2024,10/31/23
1.70993E+11,OGDEN INT HIGH SCHOOL,CHICAGO,IL,122,116,2023/2024,10/31/23
1.70022E+11,OKAW VALLEY HIGH SCHOOL,BETHANY,IL,17,17,2023/2024,10/31/23
